208.115.113.86 - - [21/Oct/2015:21:41:18 -0700] "GET /brunei HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
208.115.113.86 - - [21/Oct/2015:21:58:59 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
95.82.212.212 - - [21/Oct/2015:22:00:13 -0700] "GET /images/Netherlands_flag.gif HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "saveaslave.com"
65.36.241.48 - - [21/Oct/2015:22:04:10 -0700] "HEAD / HTTP/1.1" 200 0 "-" "InternetSeer.com" "www.saveaslave.com"
112.210.237.103 - - [21/Oct/2015:22:10:10 -0700] "GET /images/countrymap/solomon-islands.gif HTTP/1.1" 404 89 "https://www.google.com" "Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0" "www.saveaslave.com"
180.76.15.19 - - [21/Oct/2015:22:12:26 -0700] "GET /cyprus.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.saveaslave.com"
72.168.98.121 - - [21/Oct/2015:22:12:31 -0700] "GET / HTTP/1.1" 200 785 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
46.4.123.172 - - [21/Oct/2015:22:13:45 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)" "www.saveaslave.com"
46.4.123.172 - - [21/Oct/2015:22:13:48 -0700] "GET /articles/slavetrafficking3.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)" "www.saveaslave.com"
114.142.219.130 - - [21/Oct/2015:22:17:23 -0700] "GET /images/countrymap/niue.jpg HTTP/1.1" 404 89 "https://www.google.com/" "Mozilla/5.0 (iPad; CPU OS 9_0_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13A404 Safari/601.1" "www.saveaslave.com"
66.249.75.137 - - [21/Oct/2015:22:18:42 -0700] "GET /addlink.php?page=mauritania.html&lang=en HTTP/1.1" 200 73 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "saveaslave.com"
96.231.132.75 - - [21/Oct/2015:22:22:48 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/4.0 (compatible; T-H-U-N-D-E-R-S-T-O-N-E)" "www.saveaslave.com"
96.231.132.75 - - [21/Oct/2015:22:22:48 -0700] "GET /News%20Alert.html HTTP/1.1" 404 89 "-" "Mozilla/4.0 (compatible; T-H-U-N-D-E-R-S-T-O-N-E)" "www.saveaslave.com"
217.69.133.221 - - [21/Oct/2015:22:25:43 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)" "www.saveaslave.com"
217.69.133.220 - - [21/Oct/2015:22:25:44 -0700] "GET /lithuania.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)" "www.saveaslave.com"
68.180.228.181 - - [21/Oct/2015:22:31:12 -0700] "GET /poland.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)" "www.saveaslave.com"
207.46.13.124 - - [21/Oct/2015:22:35:07 -0700] "GET /luxembourg.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "saveaslave.com"
141.8.143.175 - - [21/Oct/2015:22:37:24 -0700] "GET /malta.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "saveaslave.com"
157.55.39.211 - - [21/Oct/2015:22:47:57 -0700] "GET /belgium.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "saveaslave.com"
157.55.39.211 - - [21/Oct/2015:22:47:58 -0700] "GET /central-african-republic.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "saveaslave.com"
66.249.69.105 - - [21/Oct/2015:22:50:02 -0700] "GET /images/countrymap/libya.gif HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
54.243.48.119 - - [21/Oct/2015:22:51:02 -0700] "GET /slovenia.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.8) Gecko/20100722 Firefox/3.6.8" "www.saveaslave.com"
66.249.69.97 - - [21/Oct/2015:22:53:50 -0700] "GET /images/countrymap/honduras-flag.gif HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:56 -0700] "GET / HTTP/1.1" 200 28856 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:58 -0700] "GET /css/elements.css HTTP/1.1" 200 17020 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:58 -0700] "GET /gfeedfetcher.js HTTP/1.1" 200 9018 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:58 -0700] "GET /assets/js/ie-emulation-modes-warning.js HTTP/1.1" 200 2130 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:58 -0700] "GET /css/bootstrap.min.css HTTP/1.1" 200 123578 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:58 -0700] "GET /gajaxscroller.js HTTP/1.1" 200 9774 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:58 -0700] "GET /photos/top.jpg HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:58 -0700] "GET /images/cover1.jpg HTTP/1.1" 200 253658 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:59 -0700] "GET /js/bootstrap.min.js HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:59 -0700] "GET /css/style-pages.css HTTP/1.1" 200 9004 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:58:59 -0700] "GET /photos/article1.jpg HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:00 -0700] "GET /photos/article2.jpg HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:00 -0700] "GET /photos/article3.jpg HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:01 -0700] "GET /images/social2.png HTTP/1.1" 200 1752 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:01 -0700] "GET /images/social1.png HTTP/1.1" 200 2012 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:01 -0700] "GET /indicator.gif HTTP/1.1" 200 878 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:01 -0700] "GET /photos/article5.jpg HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:01 -0700] "GET /images/social3.png HTTP/1.1" 200 4343 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:01 -0700] "GET /photos/article4.png HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:01 -0700] "GET /images/gift_button.png HTTP/1.1" 200 24324 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:01 -0700] "GET /css/down-arrow.png HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
72.168.98.120 - - [21/Oct/2015:22:59:01 -0700] "GET /images/select-arrow.png HTTP/1.1" 200 1118 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
208.115.113.94 - - [21/Oct/2015:23:14:56 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
208.115.113.94 - - [21/Oct/2015:23:14:56 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
66.249.69.81 - - [21/Oct/2015:23:31:57 -0700] "GET /images/countrymap/vanuatu.gif HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
208.115.113.86 - - [21/Oct/2015:23:32:12 -0700] "GET /timor-leste.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
208.115.113.86 - - [21/Oct/2015:23:32:12 -0700] "GET /somalia.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
82.34.167.117 - - [21/Oct/2015:23:38:36 -0700] "GET / HTTP/1.1" 200 28820 "http://www.google.co.uk/url?sa=t&rct=j&q=save+a+slave&source=web&cd=1&ved=0CBwQFjAAahUKEwiujszvu9XIAhWLExoKHV90CU8&url=http%3A%2F%2Fwww.saveaslave.com%2F&usg=AFQjCNH8zkJVjhy95RAYyAjpBFVif_cMgQ&bvm=bv.105814755,d.d2s" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-gb; GT-N5110 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30" "www.saveaslave.com"
82.34.167.117 - - [21/Oct/2015:23:38:36 -0700] "GET /css/bootstrap.min.css HTTP/1.1" 200 123578 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-gb; GT-N5110 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30" "www.saveaslave.com"
82.34.167.117 - - [21/Oct/2015:23:38:36 -0700] "GET /gajaxscroller.js HTTP/1.1" 200 9774 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-gb; GT-N5110 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30" "www.saveaslave.com"
82.34.167.117 - - [21/Oct/2015:23:38:36 -0700] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 200 641 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-gb; GT-N5110 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30" "www.saveaslave.com"
82.34.167.117 - - [21/Oct/2015:23:38:37 -0700] "GET /images/gift_button.png HTTP/1.1" 200 24324 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-gb; GT-N5110 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30" "www.saveaslave.com"
82.34.167.117 - - [21/Oct/2015:23:38:38 -0700] "GET /css/down-arrow.png HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-gb; GT-N5110 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30" "www.saveaslave.com"
82.34.167.117 - - [21/Oct/2015:23:38:41 -0700] "GET /favicon.ico HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-gb; GT-N5110 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30" "www.saveaslave.com"
66.249.69.74 - - [21/Oct/2015:23:40:23 -0700] "GET /images/countrymap/palau.gif HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
66.249.69.82 - - [21/Oct/2015:23:40:23 -0700] "GET /images/countrymap/palau-flag.gif HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
68.180.228.181 - - [21/Oct/2015:23:44:46 -0700] "GET /us-virgin-islands.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)" "www.saveaslave.com"
65.36.241.48 - - [21/Oct/2015:23:54:47 -0700] "HEAD / HTTP/1.1" 200 0 "-" "InternetSeer.com" "www.saveaslave.com"
217.69.133.224 - - [21/Oct/2015:23:57:41 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)" "www.saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:58:58 -0700] "GET / HTTP/1.1" 200 28856 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:58:58 -0700] "GET /css/style.css HTTP/1.1" 200 7682 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:58:58 -0700] "GET /css/bootstrap.min.css HTTP/1.1" 200 123578 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:58:59 -0700] "GET /gajaxscroller.js HTTP/1.1" 200 9774 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:58:59 -0700] "GET /assets/js/ie-emulation-modes-warning.js HTTP/1.1" 200 2130 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:58:59 -0700] "GET /gfeedfetcher.js HTTP/1.1" 200 9018 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:58:59 -0700] "GET /css/elements.css HTTP/1.1" 200 17020 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:58:59 -0700] "GET /images/logo2.png HTTP/1.1" 200 18525 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:00 -0700] "GET /css/style-pages.css HTTP/1.1" 200 9004 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:01 -0700] "GET /js/bootstrap.min.js HTTP/1.1" 200 37055 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:02 -0700] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 200 641 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:04 -0700] "GET /images/cover1.jpg HTTP/1.1" 200 253658 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:10 -0700] "GET /photos/article1.jpg HTTP/1.1" 200 11640 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:10 -0700] "GET /photos/top.jpg HTTP/1.1" 200 50519 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:11 -0700] "GET /photos/article4.png HTTP/1.1" 200 42622 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:11 -0700] "GET /photos/article2.jpg HTTP/1.1" 200 15209 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:11 -0700] "GET /photos/article3.jpg HTTP/1.1" 200 5649 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:14 -0700] "GET /images/social1.png HTTP/1.1" 200 2012 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:14 -0700] "GET /photos/article5.jpg HTTP/1.1" 200 14497 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:14 -0700] "GET /images/social2.png HTTP/1.1" 200 1752 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:15 -0700] "GET /images/gift_button.png HTTP/1.1" 200 24324 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:15 -0700] "GET /images/select-arrow.png HTTP/1.1" 200 1118 "http://saveaslave.com/css/style.css" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:17 -0700] "GET /indicator.gif HTTP/1.1" 200 878 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:18 -0700] "GET /css/down-arrow.png HTTP/1.1" 404 89 "http://saveaslave.com/css/elements.css" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [21/Oct/2015:23:59:38 -0700] "GET /favicon.ico HTTP/1.1" 404 89 "http://saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.228.162.8 - - [22/Oct/2015:00:02:04 -0700] "GET /css/down-arrow.png HTTP/1.1" 404 89 "http://saveaslave.com/css/elements.css" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36" "saveaslave.com"
66.249.69.73 - - [22/Oct/2015:00:10:04 -0700] "GET /images/countrymap/eritrea-flag.gif HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
66.249.69.81 - - [22/Oct/2015:00:10:33 -0700] "GET /images/countrymap/eritrea.gif HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
217.69.133.222 - - [22/Oct/2015:00:12:13 -0700] "GET /robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)" "www.saveaslave.com"
66.249.69.97 - - [22/Oct/2015:00:16:35 -0700] "GET /images/countrymap/new-caledonia-flag.gif HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
66.249.69.105 - - [22/Oct/2015:00:16:37 -0700] "GET /images/countrymap/portugal-flag.jpg HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
66.249.69.97 - - [22/Oct/2015:00:16:37 -0700] "GET /images/countrymap/svalbard-flag.png HTTP/1.1" 404 89 "-" "Googlebot-Image/1.0" "www.saveaslave.com"
180.76.15.18 - - [22/Oct/2015:00:17:41 -0700] "GET /countries/palestinian-territories.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.saveaslave.com"
