59.124.71.196 - - [30/Apr/2016:17:20:37 -0700] "GET /?author=1 HTTP/1.1" 200 89069 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0" "saveaslave.com"
193.111.140.153 - - [30/Apr/2016:18:49:15 -0700] "GET /robots.txt HTTP/1.1" 200 48 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)" "saveaslave.com"
208.115.113.86 - - [30/Apr/2016:18:55:24 -0700] "GET /article.php?id=23 HTTP/1.1" 200 776 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
208.115.113.86 - - [30/Apr/2016:18:55:42 -0700] "GET /uruguay.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
188.166.7.103 - - [30/Apr/2016:19:09:04 -0700] "GET /disclaimer.php HTTP/1.1" 200 47937 "-" "SafeDNSBot (https://www.safedns.com/searchbot)" "saveaslave.com"[1]
73.147.0.154 - - [30/Apr/2016:19:12:32 -0700] "GET /images/article/s1_dety_beg_d9954.jpg HTTP/1.1" 200 16968 "https://www.google.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36" "www.saveaslave.com"
208.115.113.86 - - [30/Apr/2016:19:28:12 -0700] "GET /classifieds/index.php?view=ads&catid=1&subcatid=&cityid=0 HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
162.210.196.130 - - [30/Apr/2016:19:34:08 -0700] "GET /robots.txt HTTP/1.1" 200 48 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)" "saveaslave.com"
162.210.196.130 - - [30/Apr/2016:19:34:14 -0700] "GET /article.php?id=5 HTTP/1.1" 200 46597 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)" "saveaslave.com"[1]
151.80.31.107 - - [30/Apr/2016:20:50:44 -0700] "GET /turkey.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)" "www.saveaslave.com"
208.115.113.86 - - [30/Apr/2016:20:51:43 -0700] "GET /article.php?id=100 HTTP/1.1" 200 776 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
65.36.241.48 - - [30/Apr/2016:20:58:41 -0700] "HEAD / HTTP/1.1" 200 0 "-" "InternetSeer.com" "www.saveaslave.com"
104.131.147.112 - - [30/Apr/2016:21:01:28 -0700] "GET / HTTP/1.1" 200 89069 "-" "Mozilla/5.0 (compatible; Gluten Free Crawler/1.0; +http://glutenfreepleasure.com/)" "www.saveaslave.com"
199.59.148.211 - - [30/Apr/2016:21:12:25 -0700] "GET /robots.txt HTTP/1.1" 200 48 "-" "Twitterbot/1.0" "saveaslave.com"[0]
199.59.148.211 - - [30/Apr/2016:21:12:27 -0700] "GET / HTTP/1.1" 200 89069 "-" "Twitterbot/1.0" "saveaslave.com"
208.115.113.86 - - [30/Apr/2016:21:20:31 -0700] "GET /southafrica.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
208.115.113.86 - - [30/Apr/2016:21:20:31 -0700] "GET /cocoskeelingislands.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
208.115.113.86 - - [30/Apr/2016:21:36:43 -0700] "GET /robots.txt HTTP/1.1" 200 48 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
208.115.113.94 - - [30/Apr/2016:21:46:10 -0700] "GET /article.php?id=64 HTTP/1.1" 200 47065 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
164.132.161.28 - - [30/Apr/2016:22:07:06 -0700] "GET /belize.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)" "saveaslave.com"
54.226.196.176 - - [30/Apr/2016:22:33:15 -0700] "GET / HTTP/1.1" 200 89069 "-" "Mozilla/5.0 (compatible; linkdexbot/2.0; +http://www.linkdex.com/bots/)" "www.saveaslave.com"
51.255.192.150 - - [30/Apr/2016:22:44:19 -0700] "GET /css/style.css HTTP/1.1" 200 7938 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"
51.255.192.150 - - [30/Apr/2016:22:44:26 -0700] "GET /images/article/end_it.jpg HTTP/1.1" 200 33676 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"
51.255.192.150 - - [30/Apr/2016:22:44:26 -0700] "GET /images/article/s1_dety_beg_d9954.jpg HTTP/1.1" 200 16968 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"
51.255.192.150 - - [30/Apr/2016:22:44:26 -0700] "GET /images/top.jpg HTTP/1.1" 200 50519 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"
51.255.192.150 - - [30/Apr/2016:22:44:26 -0700] "GET /images/cover1.jpg HTTP/1.1" 200 253658 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"
51.255.192.150 - - [30/Apr/2016:22:44:26 -0700] "GET /images/article/suspects.jpg HTTP/1.1" 200 58796 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"
51.255.192.150 - - [30/Apr/2016:22:44:28 -0700] "GET /images/social1.png HTTP/1.1" 200 2012 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"
51.255.192.150 - - [30/Apr/2016:22:44:30 -0700] "GET /addarticle.php HTTP/1.1" 200 13682 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"[0]
51.255.192.150 - - [30/Apr/2016:22:44:31 -0700] "GET /images/select-arrow.png HTTP/1.1" 200 1118 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"
51.255.192.150 - - [30/Apr/2016:22:44:32 -0700] "GET /css/down-arrow.png HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; HUAWEI Y600-U20 Build/HUAWEIY600-U20) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30" "www.saveaslave.com"
180.76.15.33 - - [30/Apr/2016:23:05:48 -0700] "GET /addlink.php?page=andorra.html HTTP/1.1" 200 12912 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.saveaslave.com"[2]
157.55.39.202 - - [30/Apr/2016:23:10:39 -0700] "GET /images/article/pyatka_default.jpg HTTP/1.1" 200 204394 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "saveaslave.com"
199.21.99.196 - - [01/May/2016:00:06:37 -0700] "GET /robots.txt HTTP/1.1" 200 48 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" "saveaslave.com"
176.9.58.227 - - [01/May/2016:00:19:16 -0700] "GET /our-news.php HTTP/1.1" 200 65066 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"
176.9.58.227 - - [01/May/2016:00:19:18 -0700] "GET /contact-us.php HTTP/1.1" 200 30488 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"[0]
176.9.58.227 - - [01/May/2016:00:19:25 -0700] "GET /article.php?id=86 HTTP/1.1" 200 43991 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"
176.9.58.227 - - [01/May/2016:00:19:28 -0700] "GET /article.php?id=32 HTTP/1.1" 200 51091 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"[0]
176.9.58.227 - - [01/May/2016:00:19:41 -0700] "GET /article.php?id=111 HTTP/1.1" 200 46202 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"
176.9.58.227 - - [01/May/2016:00:19:50 -0700] "GET /article.php?id=7 HTTP/1.1" 200 49199 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"
176.9.58.227 - - [01/May/2016:00:19:54 -0700] "GET /article.php?id=5 HTTP/1.1" 200 46597 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"
176.9.58.227 - - [01/May/2016:00:20:10 -0700] "GET /contact-usr.php HTTP/1.1" 200 19817 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"
176.9.58.227 - - [01/May/2016:00:20:25 -0700] "GET /help-advanced.php HTTP/1.1" 200 53665 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"[0]
176.9.58.227 - - [01/May/2016:00:20:52 -0700] "GET /article.php?id=8 HTTP/1.1" 200 54771 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"
176.9.58.227 - - [01/May/2016:00:20:57 -0700] "GET /password_protect.php?logout=1 HTTP/1.1" 200 416 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"[0]
176.9.58.227 - - [01/May/2016:00:21:01 -0700] "GET /managecountry.php HTTP/1.1" 200 1294 "-" "Mozilla/5.0 (compatible; MegaIndex.ru/2.0; +http://megaindex.com/crawler)" "www.saveaslave.com"[0]
65.36.241.48 - - [01/May/2016:00:38:57 -0700] "HEAD /?tpl=references&Itemid=3 HTTP/1.1" 200 0 "-" "InternetSeer.com" "www.saveaslave.com"
208.115.113.94 - - [01/May/2016:00:48:53 -0700] "GET /robots.txt HTTP/1.1" 200 48 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
208.115.113.94 - - [01/May/2016:00:48:53 -0700] "GET /robots.txt HTTP/1.1" 200 48 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
180.76.15.159 - - [01/May/2016:01:26:49 -0700] "GET /images/banner.ai HTTP/1.1" 200 1114112 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.saveaslave.com"
208.115.113.94 - - [01/May/2016:01:47:35 -0700] "GET /site/?p=34 HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
208.115.113.94 - - [01/May/2016:01:48:05 -0700] "GET /burma.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
208.115.113.94 - - [01/May/2016:01:53:46 -0700] "GET /norfolk-island.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "www.saveaslave.com"
220.181.108.145 - - [01/May/2016:01:58:28 -0700] "GET / HTTP/1.1" 200 89069 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "saveaslave.com"
51.255.65.2 - - [01/May/2016:02:14:06 -0700] "GET /www.calstatela.org HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)" "www.saveaslave.com"
208.115.113.86 - - [01/May/2016:03:27:37 -0700] "GET /saintbarthelemy.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"[0]
208.115.113.86 - - [01/May/2016:03:34:16 -0700] "GET /robots.txt HTTP/1.1" 200 48 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
178.255.215.78 - - [01/May/2016:04:21:04 -0700] "GET /cameroon.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)" "www.saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:33 -0700] "GET /who-we-arer.php HTTP/1.1" 200 72499 "https://www.google.de/" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:33 -0700] "GET /css/bootstrap.min.css HTTP/1.1" 200 123578 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:33 -0700] "GET /css/elements.css HTTP/1.1" 200 17857 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:33 -0700] "GET /gfeedfetcher.js HTTP/1.1" 200 9018 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:33 -0700] "GET /images/logo2.png HTTP/1.1" 200 18525 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:33 -0700] "GET /images/top.jpg HTTP/1.1" 200 50519 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:33 -0700] "GET /images/cover1.jpg HTTP/1.1" 200 253658 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:33 -0700] "GET /images/social1.png HTTP/1.1" 200 2012 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:35 -0700] "GET /photos/top-1.jpg HTTP/1.1" 404 89 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:35 -0700] "GET /indicator.gif HTTP/1.1" 200 878 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:35 -0700] "GET /images/select-arrow.png HTTP/1.1" 200 1118 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:35 -0700] "GET /css/down-arrow.png HTTP/1.1" 404 89 "http://saveaslave.com/who-we-arer.php" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:39 -0700] "GET /ico/android-icon-192x192.png HTTP/1.1" 200 10097 "-" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:39 -0700] "GET /ico/apple-icon-180x180.png HTTP/1.1" 200 10378 "-" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"[0]
176.4.102.34 - - [01/May/2016:04:57:39 -0700] "GET /ico/favicon-16x16.png HTTP/1.1" 200 1129 "-" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
176.4.102.34 - - [01/May/2016:04:57:40 -0700] "GET /ico/favicon-32x32.png HTTP/1.1" 200 1892 "-" "Mozilla/5.0 (Linux; Android 4.4.2; de-de; SAMSUNG GT-I9192 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36" "saveaslave.com"
151.80.31.170 - - [01/May/2016:05:01:15 -0700] "GET /sri-lanka.html HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)" "www.saveaslave.com"
151.80.31.175 - - [01/May/2016:05:05:09 -0700] "GET /www.covenanthouse.org HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)" "saveaslave.com"
208.115.113.86 - - [01/May/2016:05:30:07 -0700] "GET /stpierre HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
208.115.113.86 - - [01/May/2016:05:30:07 -0700] "GET /costarica HTTP/1.1" 404 89 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" "saveaslave.com"
101.128.196.208 - - [01/May/2016:06:00:00 -0700] "GET / HTTP/1.1" 200 89069 "-" "-" "saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:43 -0700] "GET /favicon.ico HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:43 -0700] "GET /photos/article8a.jpg HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:43 -0700] "GET /photos/article2.jpg HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:43 -0700] "GET /images/article/s1_dety_beg_d9954.jpg HTTP/1.1" 200 16968 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:43 -0700] "GET /ico/favicon-32x32.png HTTP/1.1" 200 1892 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:43 -0700] "GET /assets/js/ie-emulation-modes-warning.js HTTP/1.1" 200 2130 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:43 -0700] "GET /css/style-pages.css HTTP/1.1" 200 9894 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:45 -0700] "GET /css/down-arrow.png HTTP/1.1" 404 89 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:45 -0700] "GET /fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:45 -0700] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23424 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
184.21.68.125 - - [01/May/2016:06:44:46 -0700] "GET /images/logo2.png HTTP/1.1" 206 10315 "http://www.saveaslave.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "www.saveaslave.com"
178.137.93.24 - - [01/May/2016:06:49:05 -0700] "GET /xmlrpc.php?rsd HTTP/1.1" 200 73 "-" "Mozilla/5.0 (Windows 10; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0" "saveaslave.com"
178.137.93.24 - - [01/May/2016:06:49:05 -0700] "GET /blog/robots.txt HTTP/1.1" 404 89 "-" "Mozilla/5.0 (Windows 10; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0" "saveaslave.com"
